,last_name,sentence,article_id,race
6387,finfer,pointed out “way below living wage ” raising their wages “helps our economy because every dollar that goes to wage worker gets spent in this economy ” nearly third state’s workforce makes less than $15 hour according to left leaning budget and policy namong them is alonzo 39 year old kfc cashier in who will soon be earning $11 rate that still won’t allow him to afford lawyer to get custody his three children getting boost to $15 hour however “would help dramatically feel like that would be enough money for me to stay afloat and also enough money for me to cover expenses for fight that i’m,2017_52,white
6388,meyerson,” plans to lead services celebrating jewish new year on thursday and friday in thursday evening weather permitting is hosting service and buffet at state in in which participants cast away sins and will blow shofar musical horn used in jewish religious ceremonies among those who plan to attend rosh hashanah services in is alan 31 lawyer raised on shore isn’t observant but grew worshiping at chabad centers and attends services on high holidays,2017_490,white
6389,walsh,after following allegations that sexually harassed woman was supervising has latinos in his cabinet,2017_1514,white
6390,kraft,and says that if win super bowl owner should step aside and let hand trophy to locker room attendant that goodell’s crack investigators blamed for deflating footballs used in afc championship game two years ago,2017_196,white
6391,donovan,”donovan his firm has plans to take tenants to court and has “been working with residents on arrangements to be able to relocate elsewhere ”jose who has lived in his apartment for years,2017_402,white
6392,carmen,so we’d around until we found it ”billy and managed to about 25 cars before asked them to burn down his competitor,2017_236,white
6393,flynn,two men are on ballot to succeed retiring city councilor in one city’s more traditional and conservative neighborhoods race that has drawn seven candidates in corey community organizer who cofounded privately backed failed olympics bid 2024 and aide to late mayor have emerged as front runners alongside,2017_1363,white
6394,baker,obviously we will take look at it that it would have to be addressed during budget process,2017_455,white
6395,walsh,69 year old from she’s happy to volunteer for and that as she does so,2017_1514,white
6396,en,in interview who is now us citizen and is affiliated with latinos unidos she arrived as with her parents and two brothers as undocumented immigrants fleeing civil war in their native salvador,2017_251,api
6397,a,domonique who worked in administration,2017_1123,api
6398,waller,told they weren’t interested in selling but told him another lighthouse minot’s ledge off coast scituate would be going for auction,2017_1103,white
6399,stephen,6 and 2,2017_1045,white
6400,e,jeremiah,2017_1262,api
6401,walsh,in his annual address at symphony governor who attended walsh’s speech,2017_455,white
6402,murphy,says now “that’s when trouble came down ”as member atf arson squad was agent assigned to case fire looked suspicious and when found evidence insurance fraud at competitor burned business and better still couple east hoods involved knew was onto something,2017_236,white
6403,billy,”billy’s romances were not confined to gum snapping bleached blondes who swear like stevedores,2017_236,white
6404,castillo,she “we’re success story in this country ”alex 40 is featured in mural with and beatrice immigrants from russia who established business which is now atlas liquors,2017_1211,white
6405,edwards,and lydia and east city officials will continue working on app created that connects addicts in recovery to assistance,2017_1375,white
6406,murphy,”murphy had been chasing for months ever since found out that and his buddy had made fortune by filing phony insurance claims with weymouth auto company run by named,2017_236,white
6407,devincenzi,pause utter silence seems interminable and casts his eyes downward hoping it will,2017_236,white
6408,randy,later incident would be forgotten and they would be planning next bank job when his buddy set him with cops leading to billy’s arrest on stolen car charge and another friend tied and shot arrows at him narrowly missing him until agreed to bank jobs with them and give them his cut ”,2017_236,api
6409,billy,if it was billy’s caving into pressure and going along with on tello’s robbery that got him into serious trouble in first,2017_236,white
6410,morrisroe,“it would be nice to have someone not from south political establishment ” who was volunteering for and stopped in to vote resident neighborhood for 15 years she “i think he’s going to really understand issues we’ve faced in downtown ”voter turnout in odd numbered years when national or statewide elections drive participation,2017_1123,white
6411,reagan,was one locations featured in 1948 movie ” future first lady had minor uncredited role in film,2017_1103,white
6412,ilsley,“it was awesome ” without hesitation,2017_1459,white
6413,billy,was billy’s first taste “rehabilitation ”,2017_236,white
6414,passacantilli,in running were who comes from established political in end lawyer who has lived in east for decade and margaret development director at mental association,2017_1123,white
6415,kozu,she expected most her friends to vote but last november’s national vote had steered her away from predicting outcome “not with whole presidential ” she replied when asked for forecast city elections voter enthusiasm appeared even for standards preliminary votes who works for antiviolence and economic development group project right was collecting signatures in favor ballot questions boosting minimum wage and requiring paid medical,2017_1363,api
6416,dave,nmorning and met at marina in east and climbed aboard miss 25 foot vessel that was once us coast guard rapid response boat,2017_1103,white
6417,skerritt,officials tapped alumna and former teacher at latin to be its new headmaster on thursday making her first person color to lead nation’s oldest year after it was roiled by allegations racial discrimination nrachel 39 will replace lynne who stepped down from post last june after several students accused her and other administrators mishandling complaints racial discrimination at prestigious exam,2017_1348,white
6418,st,and it’s named after columba,2017_231,white
6419,billy,it occurred to that this bank robbery business was lucrative and pretty easy,2017_236,white
6420,marvin,state transportation department spokesman agency respects choices drivers who choose to forgo transponder but points out benefits cheaper tolls,2017_1683,white
6421,dillinger,and they kill without conscience before they are 25 years old these men have done more crime than most figures criminal folklore such as or and they wear expensive clothes,2017_236,white
6422,procopio,it was because some 25 year old from east named pulled fire alarm at at airport early sunday waking steelers at 3 in morning,2017_196,white
6423,dzindzichashvili,and when kids are facing significant financial obstacles to being able to go to college and reach their potential that can have term negative effect on state economy ”vicki started college after she graduated from high but couldn’t afford to continue,2017_100,white
6424,ilsley,first boat was water taxi whose operator craned his in disbelief as floated by “it’s pumpkin ” granville father one ilsley’s friends shouted to operator later during more tense moment large gleaming yacht crossed in front,2017_161,white
6425,clark,in rehearsal reminds actors to bring their own perspectives to each role nfinal performances for neighborhood tour “mr ” beaty’s powerful tale race and community will be held at zumix firehouse in east april 16 and strand theatre in april 20 21,2017_1191,white
6426,billy,as had expected store manager was walking across street on his to make night deposit receipts escorted by security guard named butch caulfield’s sister in harvard educated actress from brookline would become focus national attention following year when she was stabbed to death on manhattan rooftop when screeched car to halt in front and manager they froze carrying handgun,2017_236,white
6427,billy,but was insistent and went along reluctantly,2017_236,white
6428,m,two men are on ballot to succeed retiring city councilor in one city’s more traditional and conservative neighborhoods race that has drawn seven candidates in corey community organizer who cofounded privately backed failed olympics bid 2024 and aide to late mayor have emerged as front runners alongside,2017_1363,api
6429,baron,“our building is full professionals families ” rabbi who has been exploring city on foot,2017_490,white
6430,flores,she cindi case manager at east neighborhood families she works with some them undocumented and most including children with special needs are unsure how to live their lives now,2017_251,hispanic
6431,granda,according to assistant district attorney michele attacked sprayed and hit with baton as another officer held her arms at station three years ago judge acquitted assault and battery with dangerous weapon and causing injury while violating person’s civil rights both which are felonies,2017_1045,white
6432,billy,if billy’s in jail his franchise is for grabs,2017_236,white
6433,velasquez,”donovan his firm has plans to take tenants to court and has “been working with residents on arrangements to be able to relocate elsewhere ”jose who has lived in his apartment for years,2017_402,hispanic
6434,trump,warned that trump’s orders could have unintended consequences such as making communities less safe because undocumented immigrants are afraid to report crimes to police out fear deportation even in which is generally considered welcoming to immigrants families should be aware what trump’s orders could mean for them and their families,2017_251,white
6435,kebartas,they are running along with corporate training firm kora community activist retired mental specialist and army veteran and erica lawyer,2017_1363,hispanic
6436,billy,it was april 1984 and was wanted on dozen different charges including attempted murder in half dozen jurisdictions including his,2017_236,white
6437,chelsea,century ago sight rabbi sruli walking through in yarmulke and tzitzit fringes that symbolize religious obligations in judaism wouldn’t have been remarkable during 1920s was believed to be home to largest jewish population per mile in united states outside new city according to finkelstein who grew in city and has written about his tbut modern,2017_490,white
6438,ryan,told crowd more than 200 that filled parish at emmanual episcopal on newbury street,2017_251,white
6439,adele,allele allele is course adele’s less talented younger sister,2017_745,white
6440,flynn,nas usual district 2 race has shaped as contest between candidate who’s from south and one who isn’t but both men and deserve better than to be viewed just as proxies for their neighborhoods seat opened with retirement south stalwart who survived several close challenges district includes south end and chinatown and slivers few other neighborhoods son former mayor served in navy and now works as probation officer,2017_258,white
6441,bogosian,tickets are free but reservations are recommended 617 824 8400 or go to neric actor playwright novelist and historian,2017_1191,white
6442,billy,started at o’donnell ”,2017_236,white
6443,waller,but then something changed “an interesting person came into view doubly interesting because turned out to be individual we were bidding against whole time ” and his wife first heard from anonymous bidder in 2013 soon after that auction ended when they received unexpected fedex delivery,2017_1103,white
6444,billy,we had to wait 30 seconds for them to catch and arrest us ”billy talks about car chases jocks reminisce about great games,2017_236,white
6445,rachel,“what struck me most about in classroom was that she brought tremendous amount energy to students,2017_1348,white
6446,van,” “we need to take things out speculative market ”affordable housing developers often struggle to compete for sites against private builders who can pay and faster than nonprofits who typically have to cobble together variety financing sources to make project work enabling those nonprofits to buy and hold land then finance building separately could enable them to build more program’s creators say “when real estate market heats community based developers affordable housing can be priced out ” lisc executive director meter,2017_1154,white
6447,walsh,offered three to take to task in this space on issues where they think he’s failing people to offset,2017_774,white
6448,walsh,after speech was asked whether references in his speech were counter to jackson’s criticism him,2017_455,white
6449,d,drawing his breath and making statement that will land in can for year ”,2017_236,api
6450,cunningham,was grabbed for overstaying 90 visa received 18 years ago,2017_231,white
6451,cunningham,if is not safe,2017_231,white
6452,billy,had participated in his first stickup year before in january 1982,2017_236,white
6453,shorty,“this is about taking steps to protect our students and their families ”the march had festive air as it moved down street with members somerville based second line brass band playing trombone shorty’s,2017_997,api
6454,szell,praised “honey toned” compatible contrast she provided reviewing duo in 1981 critic wrote that “it is useless to speak usual qualities ‘collaboration’ in describing his work with his wife for two them played with one impulse ” who taught at mit from 1973 to 1991 and had previously performed with orchestra under conductor,2017_691,white
6455,epstein,” told in 1977 until could establish residency and become member musicians’ union while performing as concertmaster with summer orchestra in upstate new met beatrice whom married “her was entirely in music practicing performing and teaching ” told when she died in 2012,2017_691,white
6456,rauner,what type relationship and civic participant would be ”other states have presented with more targeted approach illinois governor and democratic chicago mayor united to propose 10 sites in and around city for to build its second headquarters including two in suburbs,2017_876,white
6457,desmond,” as waited in line at east zpass customer service last week,2017_1683,white
6458,cunningham,now this would come as great surprise to people that helped as chairman gaelic athletic association in,2017_231,white
6459,beaulieu,was excited about his first in fourth grade at josiah quincy elementary “my favorite part about this year is probably teacher,2017_289,white
6460,thornton,“if we’re at 8 or 10 percent that’d be high ”“what’s going on federally has put damper on people’s enthusiasm ” police detective called limited participation unsurprising “it’s primary ” “most people don’t come out for primary,2017_1363,white
6461,adele,allele allele is course adele’s less talented younger sister,2017_324,white
6462,everett,which is renowned for its outreach and roots in orthodox tradition generally chabad centers welcome types jews and don’t require registration or membership fees nthe that is leading operates at congregation tifereth which had considered closing before chabad representatives approached its leaders two years ago,2017_1540,white
6463,contompasis,and they felt that ” she who first met when she arrived at latin as seventh grader when was headmaster that she always showed promise when served as superintendent decade ago gave her first principal’s job at another course to college,2017_1689,white
6464,billy,told about it and had real good laugh for themselves,2017_236,white
6465,baker,“but that being think is more than capable standing on its own two feet ”with 26 sites competing for amazon’s new headquarters baker’s frequently cautious stance on thorny issues especially those pitting desires one community against others is again on display,2017_876,white
6466,moulter,while state officials worked with indycar officials during planning process let take lead and serve as public face nonetheless praised baker’s tack saying,2017_876,white
6467,graves,what it needs “dave is genius” at “being able to restore these ” “he’s man on mission ”sager and his son went out to around labor and storm rolled in during their visit leaving them stranded,2017_1103,white
6468,obama,5 announcement that administration would phase out era daca program according to matthew organizer with coalition nthe future daca and estimated 800 000 immigrants who rely on it has become impossible to predict as president on wednesday apparently shifted position and agreed to work with congressional democrats to protect daca recipients from deportation at saturday’s rally,2017_997,api
6469,blaupunkts,were standard in bmws and jags,2017_236,white
6470,billy,told store manager to drop money did ” says recalling event says still sees in color in his mind,2017_236,white
6471,billy,they couldn’t prove he’d condos with and cops didn’t know who really was had gone into business with some colombians moving some serious cocaine and money was problem,2017_236,white
6472,billy,some crazy expletive ” is saying “i’d get so paranoid myself that i’d think friends were gonna kill me,2017_236,white
6473,carmen,yelled “this is holdup ” while leveled shotgun out back window at two men ”,2017_236,white
6474,devincenzi,and are standing there in front judge judge is reading yellow piece paper that’s his copy police report,2017_236,white
6475,cunningham,some worry that cunningham’s willingness to speak publicly about need to reform immigration system made him easy target for that same flawed system his lawyer visited him in jail hard by expressway,2017_231,white
6476,ciampa,and so was feeling that pressure when and showed at his home on evening april 11 1983 wanted to hit tello’s clothing store where most girls buy their disco outfits,2017_236,white
6477,billy,” says “a drug dealer robbed before drives in his big,2017_236,white
6478,kelleher,“some it honestly ” confided “we pull this stuff out you know where ”this started happening in earnest during earlier building boom,2017_324,white
6479,oysters,he’ll get bottle wine and say “here you take rest home ” crudo and husband’s paella,2017_496,white
6480,emmanuel,leaders at temple and walnut street synagogue which have histories in are also hoping to welcome new families who are moving into communities just,2017_490,black
6481,santiago,“this is not just about daca ” cata 20 daca recipient born in mexico who now lives in east,2017_997,white
6482,brown,le’veon pulling his groin about defense making great receiver antonio non factor,2017_196,white
6483,wong,nboonma and they want to study engineering in college,2017_1115,api
6484,owens,in rapidly gentrifying chinatown chinese progressive association has dealt with recent building clear outs with several more at risk,2017_402,white
6485,billy,feds told that next time he’d be testifying with immunity and couldn’t invoke fifth decided there would be next time,2017_236,white
6486,teta,”teta another latin alumna also praised skerritt’s selection,2017_1689,api
6487,langone,his grandfather was longtime city councilor fred,2017_1363,white
6488,billy,,2017_236,white
6489,bakardzhieva,serving global plates from steak frites to ceviche came to from bulgaria 17 years ago where she worked at her family’s restaurant when she arrived here,2017_496,white
6490,winthrop,’s in,2017_496,white
6491,f,activists rallied near state saturday afternoon and marched to federal building to demand protections for undocumented immigrants brought as children to united states chanting,2017_997,api
6492,gardner,,2017_1609,white
6493,baron,that’s where they want to come back to for high holidays ” youngest 13 siblings in orthodox jewish from morristown,2017_490,white
6494,worcester,forecasters reported that 16 inches had been observed in nearby hubbardston and some communities could still see 2 feet weather service had earlier reported that met criteria for blizzard but later revised observation noting conditions lasted for just one hour and 51 minutes,2017_1369,white
6495,murphy,his boss chief atf arson squad and their boss terry regional atf say to this they’ve never had better witness than certainly none as successful in obtaining convictions,2017_236,white
6496,andrews,5 announcement that administration would phase out era daca program according to matthew organizer with coalition nthe future daca and estimated 800 000 immigrants who rely on it has become impossible to predict as president on wednesday apparently shifted position and agreed to work with congressional democrats to protect daca recipients from deportation at saturday’s rally,2017_997,white
6497,lamattina,“i just don’t want job ”just few ago when announced was stepping down at end his term seemed very interested in job to represent district 1 which includes east end,2017_1375,white
6498,everett,“we are going ahead and putting ourselves out there ” who also serves as cantor and his wife they met some members from congregation when they visited last year during high holidays,2017_1540,white
6499,ober,and you never know maybe bulgarian places like and oak room traditions change and people want more casual and fun environments,2017_496,white
6500,curry,she eventually stepped down even though she had from many teachers parents and students immediate past president boston’s,2017_1689,white
6501,millona,” she coalition has been inundated with offers to help immigrants fearing deportation since trump’s eva group’s executive director “this is amazing ” as she watched room quickly fill,2017_251,white
6502,natalie,6 and 2,2017_1045,black
6503,wormser,“that’s what they’re set to,2017_709,white
6504,devincenzi,and here was 21 year old kid from east on run taking heat ”,2017_236,white
6505,carmen,and go ‘carmen what are you expletive crazy or something ’,2017_236,white
6506,kelleher,as it happens credits with naming allele,2017_745,white
6507,devincenzi,it could be as government is wont to point out that lot people want dead and so associating with him in any manner shape or form is deemed hazardous in east,2017_236,white
6508,devincenzi,there was on witness,2017_236,white
6509,alschuler,is for much more ambitious space that could be cherished by whole city,2017_709,white
6510,light,although is privately owned coast guard still operates and maintains lighthouse’s beacon and fog signal as aids to navigation meanwhile wallers continue to push restoration project forward,2017_1103,white
6511,skerritt,and they felt that ” she who first met when she arrived at latin as seventh grader when was headmaster that she always showed promise when served as superintendent decade ago gave her first principal’s job at another course to college,2017_1348,white
6512,ilsley,contacted united states coast guard in mail they told they “wish that you were not crossing ” but took into account safety measures put in and didn’t stop him stayed focused as navigated wearing and yellow vest and traveling at 2 per hour within 30 minutes managed to cross most without issue,2017_1459,white
6513,a,they are running along with corporate training firm kora community activist retired mental specialist and army veteran and erica lawyer,2017_1363,api
6514,dittrich,“our new culinary is located right in city where meals will be prepared fresh daily by local team members utilizing ingredients from local farms and area suppliers ” karen spokeswoman in statement,2017_216,white
6515,billy,it’s more likely as says himself that people in don’t like to talk about other people particularly about that underside where lived,2017_236,white
6516,williams,,2017_1123,white
6517,jackson,but mayor to debate only his closest competitor city councilor demanding that other two challengers retired police officer and insurance customer service rep be included too,2017_774,white
6518,garvey,district attorney’s office in statement jennifer 35 was found guilty in july two counts assault and battery and two filing false report,2017_1045,white
6519,billy,by time got into junior high at on marion street his antisocial behavior had escalated ”i started hooking cutting classes,2017_236,white
6520,billy,robbing his first coke dealer proved right,2017_236,white
6521,cunningham,they were federal immigration agents and they were there to throw out country has called home for 18 years,2017_231,white
6522,kelley,endorses but whichever candidate wins residents district 2,2017_258,white
6523,walsh,“i personally reached out to superintendent and mayor to express appreciation that nation’s oldest is about to have its first african leader that is something to celebrate ”,2017_1348,white
6524,dr,“i probably inherited musical inclinations from mother ”,2017_691,white
6525,farmer,but top district race might be one in east where voters will choose replacement for salvatore who stepped down earlier this year after decade in office as district 1 councilor lydia housing and immigrant rights lawyer who works for city’s office housing stability and margaret who works in mental are both from east which accounts for 48 percent district,2017_1363,white
6526,hector,“i was petrified ” resident tonya,2017_402,white
6527,zirpolo,was crazy,2017_236,white
6528,ilsley,by 9 40 was safely back where started,2017_1459,white
6529,ilsley,passenger on one safety boats let out “uh oh ”ilsley pulled piece examined it and shouted “that’s not from boat,2017_161,white
6530,billy,actually had been fired few years earlier shortly after got his first job,2017_236,white
6531,janey,in addition to and ten candidates were seeking that seat,2017_1123,white
6532,jackson,” continued,2017_774,white
6533,erickson,”,2017_709,white
6534,dr,in mit oral history his mother was “quite celebrated journalist” in hungary having penned articles in 1920s that praised bartok and when those musicians “were still fighting for recognition ”,2017_691,white
6535,billy,was billy’s first taste “rehabilitation ”,2017_236,white
6536,barry,” “what we were starting to think about was how you distinguish one from another,2017_745,white
6537,evans,job is demanding stressful and requires that officers work hours nthe police academy hackney unit and crime scene unit also have more minority officers compared with department as whole overall police department is 33 percent minority,2017_96,white
6538,kelley,nas usual district 2 race has shaped as contest between candidate who’s from south and one who isn’t but both men and deserve better than to be viewed just as proxies for their neighborhoods seat opened with retirement south stalwart who survived several close challenges district includes south end and chinatown and slivers few other neighborhoods son former mayor served in navy and now works as probation officer,2017_258,white
6539,kagedan,last year walnut street synagogue hired lila 36 as its rabbi making her first orthodox woman to have her own congregation graduate yeshivat in bronx,2017_490,api
6540,ilsley,following intense research avid and employee at wulf’s fish settled on purchase “atlantic giant” seeds began growing process inside his basement and later transferred strongest plants to minigreenhouse in his backyard to spur rapid growth created hybrid fertilizer that included more than 100 pounds horse manure and seaweed which adds organic nutrients to soil,2017_507,white
6541,rela,just and stole cars,2017_236,hispanic
6542,sweeney,they had diversified their criminal portfolios after con met in jail told him that if ever needed fast money should go down to sweeney’s which was located on same street as in weymouth,2017_236,white
6543,j,tmayor on tuesday afternoon that schools would be canceled for second wednesday in potential for danger on roadways,2017_1369,api
6544,ilsley,first boat was water taxi whose operator craned his in disbelief as floated by “it’s pumpkin ” granville father one ilsley’s friends shouted to operator later during more tense moment large gleaming yacht crossed in front,2017_1459,white
6545,harrison,and on off they don’t find anything from on brady’s phone,2017_196,white
6546,cuddy,miss,2017_1103,white
6547,klug,latin academy parent who also favors later start time added that “everything else department tries to to improve high is undercut by not starting high later ”,2017_1147,white
6548,billy,but was left behind tells it his good buddy had his eyes on billy’s partnership with colombians,2017_236,white
6549,moynihan,“nothing is gained but ruining good man’s ” consulting firm called group,2017_231,api
6550,ilsley,those closest to say he’s full grandiose ideas and is known for following through t“if,2017_161,white
6551,billy,for some time and some his buddies had woman named helping them to set cocaine dealers for rip offs would befriend dealer to get free samples guy’s coke then tell and when and where had stuff with him took couple younger kids from orient housing project when scoped out drug dealer,2017_236,white
6552,nantz,those well known apologists and kept showing replays making good defensive plays,2017_196,white
6553,kelley,two men are on ballot to succeed retiring city councilor in one city’s more traditional and conservative neighborhoods race that has drawn seven candidates in corey community organizer who cofounded privately backed failed olympics bid 2024 and aide to late mayor have emerged as front runners alongside,2017_1363,white
6554,murphy,and his partners solved arson got put away for hiring punks to burn down his competition,2017_236,white
6555,janey,should win,2017_258,white
6556,j,in his final state city address before his reelection campaign mayor trumpeted his record on public education tuesday evening and pledged to file legislation that would “finally eliminate opportunity gap’’ for city’s youngest residents,2017_455,api
6557,j,senior project director at advocates for children secured highest vote total in district seat that councilor is vacating in order to run for mayor program director for antiviolence group narrowly scored second finish over community activist deeqo who fled somalia as,2017_1123,api
6558,donovan,meridian building needs to be emptied because it requires “substantial renovations both on outside and on inside,2017_402,white
6559,carmen,’s not accompanying on night company burned down that sealed his eventual fate and,2017_236,white
6560,alvarez,using term often applied to undocumented immigrants seeking permanent status,2017_997,hispanic
6561,david,allston city councilor faced challenges from and golonka rang 57 percent vote to bowser’s 23 percent,2017_1123,white
6562,franklin,other possible mayoral contenders include and both east and hyde potential candidates in district 1 are pirelli carmine and end,2017_1375,white
6563,richie,and they bailed,2017_236,white
6564,moran,“i think it’s pretty cool that she can sort relate to us ” ivette junior from east program director for department who worked with when she taught there,2017_1689,white
6565,ilsley,” would say later “and getting like comfortable inside it ”harbor traffic was and three boats packed with supporters accompanied ilsley’s fruit vessel to ensure his safety before his excursion,2017_161,white
6566,billy,” says oldest three siblings was still toddler when his parents broke,2017_236,white
6567,cunningham,and so federal agents brought him to jail in south and put him in cell with rest common criminals because in trump’s america that’s what is common criminal,2017_231,white
6568,cortes,“we’ve named quite number projects ” javier partner and creative director korn design brand strategy and design firm in,2017_324,hispanic
6569,dillon,” “we need to take things out speculative market ”affordable housing developers often struggle to compete for sites against private builders who can pay and faster than nonprofits who typically have to cobble together variety financing sources to make project work enabling those nonprofits to buy and hold land then finance building separately could enable them to build more program’s creators say “when real estate market heats community based developers affordable housing can be priced out ” lisc executive director meter,2017_1154,white
6570,walsh,latino community leaders and activists stood with mayor saturday morning in east and together in resounding voice latinos need not be afraid here with nov inching closer and sept 26 primary only away did not mince words at official “latinos for walsh” kickoff event held on saratoga street,2017_1514,white
6571,thornton,“if we’re at 8 or 10 percent that’d be high ”“what’s going on federally has put damper on people’s enthusiasm ” police detective called limited participation unsurprising “it’s primary ” “most people don’t come out for primary,2017_1363,white
6572,m,son longtime mayor posted solid victory tuesday night in city council district that includes south chinatown,2017_1123,api
6573,ali,man was charged in u district court wednesday for allegedly selling counterfeit apple inc iphone components at three retail stores according to statement from u district attorney’s office arif shah 66 sold thousands pieces counterfeit iphone merchandise between 2005 and february 2015 at his his three stores,2017_1391,black
6574,fastlane,began tolling in mid 1990s when state introduced masspass system that was replaced by system which was rebranded as zpass in 2012 toll booths were removed from bridge in 2014,2017_1683,white
6575,robles,officials neach mural juxtaposes immigrants from past with more recent newcomers they also include quote from mayor written in several languages “you will always be welcome in city ”veronica immigrant from mexico who is featured in paris street mural it has made other immigrants feel secure at time when some are so fearful deportation that they skip medical appointments or keep their children home from “seeing woman in mexican hat standing on big is something that inspires them and also makes them feel like they’re at home and safe ” east resident and founder cultural,2017_1211,white
6576,ilsley,passenger on one safety boats let out “uh oh ”ilsley pulled piece examined it and shouted “that’s not from boat,2017_1459,white
6577,billy,later incident would be forgotten and they would be planning next bank job when his buddy set him with cops leading to billy’s arrest on stolen car charge and another friend tied and shot arrows at him narrowly missing him until agreed to bank jobs with them and give them his cut ”,2017_236,white
6578,passacantilli,and charlestown who is close to mayor,2017_1123,white
6579,dorchester,other possible mayoral contenders include and both east and hyde potential candidates in district 1 are pirelli carmine and end,2017_1375,white
6580,cappucci,but mayor to debate only his closest competitor city councilor demanding that other two challengers retired police officer and insurance customer service rep be included too,2017_37,white
6581,ilsley,ship’s smooth sides tore through as waves rippled toward ilsley’s pumpkin,2017_161,white
6582,rojas,supporters immigrant protections demanded federal action daca recipient 23 east expressed outrage that democrats and republicans in are in his terms meeting behind closed doors to decide fate hundreds thousands immigrants,2017_997,hispanic
6583,klug,” indication it had sat in warming ovens too,2017_216,white
6584,dr,pianist beatrice delighted audiences with duets through years and critics such as applauded her as well reviewing couple’s 1979 recital,2017_691,white
6585,walsh,told reporter after event in first four years 50 percent roughly people i’ve hired are diverse ”,2017_1514,white
6586,lavery,“what does this accomplish ” asked short answer is it accomplishes nothing,2017_231,white
6587,woods,”youth organizers also created maintenance plan after residents complained that new trees die in summer because heat and lack water,2017_741,white
6588,blaupunkts,we used that car to go to mbta parking lots and steal every radio we could find radios were big then stuff like that we,2017_236,white
6589,chelsea,,2017_490,white
6590,walsh,important incumbent mayor marty could use grilling debates provide even if three men hoping to unseat him have slim to beating him,2017_37,white
6591,boonma,has been working with for past to perfect robot,2017_1115,white
6592,chang,tailor made to lead latin into its next chapter excellence and equity for ” superintendent in statement “she is champion providing rigor and opportunities for every single student in her care,2017_1348,api
6593,cappucci,continued to fix island bridge and reopen drug treatment centers once housed on island and now in city proper,2017_37,white
6594,rossetti,they have traditional ceviche or,2017_496,white
6595,erdely,as part performing duo many concertgoers treasured played with sound that seemingly harkened to his youth in hungary during gathering storms conflict leading to,2017_691,white
6596,skerritt,“i think it’s pretty cool that she can sort relate to us ” ivette junior from east program director for department who worked with when she taught there,2017_1689,white
6597,eldridge,dozens were arrested in cambridge 34 protesters were arrested outside mcdonald’s in central including state senator for blocking traffic on dozens airline contract workers at airport,2017_52,white
6598,dinopoulos,faced competition from corey south resident and cofounder privately backed 2024 olympics bid and village resident who worked for former mayor at benjamin polling station in village several voters interviewed by they were with,2017_1123,black
6599,clark,but says,2017_1191,white
6600,george,but came out her meeting at state convinced that if that bid doesn’t work out city wants to stay in game,2017_876,white
6601,newton,“i think it’s definitely idea worth considering ”the push for later start time has been catching fire across state in recent years handful districts like on cape cod have pushed back their start times to 8 30 or later while burlington and dozens other systems are debating idea,2017_1147,white
6602,d,o’bryant mathematics and science usa wellesley,2017_1262,api
6603,mulcahy,has encouraged him to make role his own “mcmurphy has primal rage that drives him balanced by his outsized personality ” says “what love about this script is there’s bait and switch,2017_1191,white
6604,harvey,death and destruction hurricane irma and hurricane storms that battered florida and texas could happen here,2017_446,white
6605,anthony,saint anthony’s feast begins thursday,2017_1045,white
6606,r,she then served for more than year as chief staff for former superintendent,2017_1689,api
6607,jackson,at times sounded as though was in full campaign mode as if was testing case plans to make to voters this year in what is expected to be lively contest between him and city councilor only other high profile candidate,2017_455,white
6608,baker,governor at noon news conference that state police barracks were reporting traffic and major accidents,2017_1369,white
6609,freebasin,like when got dusted and started slashing his arms with razor spurting blood on leather interior billy’s cadillac while boys’ girlfriends howled in horror or when got so paranoid about some teen agers looking at his fleetwood outside malden motel room where and girls had been freebasing that proposed to invite them in then shoot them ”freebasin’ is,2017_236,white
6610,lengyel,was son jeno and former vilma and grew in szeged hungary,2017_691,white
6611,brady,it is only matter time before goodell’s investigators confiscate brady’s cellphone,2017_196,white
6612,velasquez,in east they’re getting rid poor people ” in his native spanish,2017_402,hispanic
6613,harris,” everyone braced for impact,2017_1459,white
6614,billy,suggested thinking he’d have his girlfriend go out and buy closetful clothing there on charge if knew was going to steal receipts,2017_236,white
6615,farmer,thousands students graduating from farmer’s went on to professional culinary careers throughout 20th century those acolytes created recipes that regularly appeared in newspapers cookbooks and on radio another burgeoning embracing and promoting farmer’s love for things marshmallow,2017_775,white
6616,devincenzi,gave authorities so many crimes government considered prosecuting and his merry band hoodlums under federal reserved for organized crime figures and his buddies are organized crime figures not mafia,2017_236,white
6617,murphy,told them once streetwise kid from himself remained undaunted,2017_236,white
6618,billy,walked over and handed baby to woman while his buddies rifled tellers’ drawers,2017_236,white
6619,clark,“one flew over cuckoo’s nest ” children’s theatre director gathers his mostly teenage cast to talk about issues characters confront actors speak thoughtfully about what drives nurse who metes out inhumane punishment to patients in mental and rebellious free spirit randle who shakes things novel adapted into broadway play and then winning film explores repressive environment within mental institution topic that is far cry from bct’s earlier productions “miss,2017_1191,white
6620,alarmgate,spokesman for state police gave me down on,2017_196,black
6621,lamattina,who has worked at roots city politics and comes from line public servants both would bring valuable city experience to represent district that covers east end and charlestown resident east joined administration over year ago as deputy director newly created office housing stability end native coordinated constituent services in district for outgoing councilor salvatore for few years and now works for transportation department two candidates have different visions for role city councilor,2017_258,white
